Date,Open,High,Low,Close,Adj Close,Volume
2007-01-03,63.580002,64.019997,62.000000,62.279999,62.279999,8061900
2007-01-04,62.070000,62.500000,61.520000,61.650002,61.650002,4858600
2007-01-05,60.750000,60.779999,59.660000,60.169998,60.169998,12500100
2007-01-08,60.380001,60.540001,59.849998,60.480000,60.480000,3478700
2007-01-09,60.139999,61.090000,60.060001,60.849998,60.849998,4170400
2007-01-10,60.459999,60.820000,60.060001,60.590000,60.590000,3766000
2007-01-11,60.700001,61.070000,60.529999,60.630001,60.630001,4640000
2007-01-12,61.000000,62.279999,60.900002,62.169998,62.169998,5840200
2007-01-16,62.200001,62.299999,61.740002,61.970001,61.970001,3201000
2007-01-17,61.970001,62.900002,61.970001,62.639999,62.639999,4516200
2007-01-18,62.990002,63.160000,62.150002,62.259998,62.259998,4460100
2007-01-19,62.520000,63.130001,62.270000,63.000000,63.000000,3258400
2007-01-22,63.009998,63.480000,62.650002,62.720001,62.720001,3941200
2007-01-23,63.680000,64.290001,63.669998,64.230003,64.230003,6322000
2007-01-24,63.709999,64.410004,63.369999,64.330002,64.330002,5241200
2007-01-25,64.800003,64.879997,63.980000,64.059998,64.059998,5985700
2007-01-26,64.160004,64.309998,63.759998,64.169998,64.169998,3493900
2007-01-29,63.849998,64.290001,63.660000,63.770000,63.770000,3487300
2007-01-30,63.919998,64.230003,63.830002,64.220001,64.220001,3094200
2007-01-31,63.990002,64.980003,63.950001,64.830002,64.830002,5900900
2007-02-01,65.449997,65.629997,65.059998,65.220001,65.220001,6284700
2007-02-02,64.760002,64.800003,63.799999,64.279999,64.279999,9078500
2007-02-05,64.680000,64.690002,64.239998,64.309998,64.309998,2553500
2007-02-06,65.050003,65.099998,64.529999,64.790001,64.790001,2928800
2007-02-07,64.779999,65.150002,64.480003,64.629997,64.629997,3075300
2007-02-08,64.919998,65.610001,64.830002,65.519997,65.519997,4769900
2007-02-09,65.269997,66.379997,65.220001,66.120003,66.120003,6816500
2007-02-12,66.000000,66.110001,65.410004,65.669998,65.669998,4113500
2007-02-13,66.129997,66.339996,65.550003,65.839996,65.839996,4143300
2007-02-14,66.230003,66.660004,65.970001,66.370003,66.370003,4174600
2007-02-15,66.220001,66.529999,65.709999,66.410004,66.410004,7673400
2007-02-16,65.940002,66.389999,65.760002,66.360001,66.360001,3200400
2007-02-20,66.099998,66.099998,65.000000,65.309998,65.309998,4810700
2007-02-21,65.309998,67.709999,65.199997,67.349998,67.349998,11076700
2007-02-22,67.440002,67.559998,66.970001,67.150002,67.150002,6562800
2007-02-23,67.349998,68.290001,67.349998,67.720001,67.720001,8126200
2007-02-26,67.970001,68.230003,67.629997,68.099998,68.099998,5254200
2007-02-27,67.339996,68.330002,65.070000,65.410004,65.410004,15208600
2007-02-28,66.730003,66.930000,65.540001,66.480003,66.480003,8924200
2007-03-01,66.230003,66.750000,65.580002,65.820000,65.820000,7108000
2007-03-02,64.589996,65.000000,63.340000,63.709999,63.709999,13732200
2007-03-05,63.119999,63.779999,62.619999,62.930000,62.930000,9829800
2007-03-06,63.660000,64.370003,63.459999,64.150002,64.150002,6992700
2007-03-07,64.139999,64.639999,63.549999,64.300003,64.300003,6131800
2007-03-08,64.790001,65.040001,64.430000,64.480003,64.480003,4285000
2007-03-09,64.820000,65.220001,64.150002,64.250000,64.250000,9025500
2007-03-12,64.540001,64.739998,63.959999,64.370003,64.370003,4558800
2007-03-13,64.290001,64.690002,63.570000,63.720001,63.720001,4332100
2007-03-14,63.340000,64.059998,63.090000,63.939999,63.939999,7417000
2007-03-15,64.029999,64.459999,63.880001,63.980000,63.980000,7037700
2007-03-16,64.540001,64.989998,64.379997,64.620003,64.620003,5040100
2007-03-19,64.879997,64.940002,64.629997,64.739998,64.739998,2990500
2007-03-20,64.930000,65.540001,64.930000,65.269997,65.269997,4416300
2007-03-21,65.540001,65.900002,65.120003,65.820000,65.820000,5059000
2007-03-22,65.779999,66.129997,65.599998,65.760002,65.760002,4719700
2007-03-23,65.790001,65.900002,64.900002,65.150002,65.150002,5593000
2007-03-26,65.360001,65.970001,65.360001,65.839996,65.839996,3928800
2007-03-27,65.879997,65.970001,65.500000,65.699997,65.699997,3261700
2007-03-28,66.139999,66.480003,65.769997,66.050003,66.050003,6310000
2007-03-29,65.970001,66.000000,64.930000,65.650002,65.650002,5448300
2007-03-30,65.739998,66.209999,65.489998,65.739998,65.739998,4290200
2007-04-02,65.739998,66.139999,65.029999,65.849998,65.849998,5378100
2007-04-03,65.669998,66.220001,65.650002,65.830002,65.830002,4141700
2007-04-04,66.089996,66.980003,66.000000,66.809998,66.809998,7126100
2007-04-05,66.699997,66.959999,66.589996,66.860001,66.860001,3592700
2007-04-09,66.879997,67.199997,66.459999,66.529999,66.529999,3297300
2007-04-10,67.160004,67.550003,66.980003,67.160004,67.160004,2741900
2007-04-11,67.260002,67.500000,66.809998,67.080002,67.080002,4357100
2007-04-12,67.059998,67.250000,66.480003,66.989998,66.989998,6021900
2007-04-13,67.489998,67.970001,67.190002,67.839996,67.839996,5062700
2007-04-16,68.139999,68.500000,67.680000,68.400002,68.400002,7912300
2007-04-17,68.309998,68.480003,67.980003,68.000000,68.000000,4159000
2007-04-18,68.099998,68.449997,67.949997,68.379997,68.379997,4933500
2007-04-19,68.000000,68.040001,67.250000,67.529999,67.529999,5344600
2007-04-20,68.580002,68.730003,68.349998,68.699997,68.699997,3358100
2007-04-23,68.410004,68.650002,68.040001,68.260002,68.260002,2487500
2007-04-24,68.449997,68.500000,67.430000,67.730003,67.730003,5073700
2007-04-25,67.849998,68.059998,67.660004,67.889999,67.889999,2614100
2007-04-26,67.430000,67.430000,66.500000,66.870003,66.870003,4668000
2007-04-27,66.839996,67.570000,66.839996,67.559998,67.559998,5231700
2007-04-30,67.199997,67.519997,67.040001,67.089996,67.089996,2605400
2007-05-01,66.980003,67.000000,66.540001,66.690002,66.690002,3946300
2007-05-02,66.339996,66.750000,66.110001,66.660004,66.660004,4499300
2007-05-03,66.870003,67.620003,66.680000,67.489998,67.489998,3936200
2007-05-04,67.739998,68.430000,67.739998,68.190002,68.190002,3313800
2007-05-07,68.419998,68.459999,68.019997,68.250000,68.250000,1995100
2007-05-08,67.949997,68.019997,67.529999,67.879997,67.879997,2475300
2007-05-09,67.809998,67.839996,66.919998,67.449997,67.449997,4647500
2007-05-10,67.040001,67.110001,65.800003,66.000000,66.000000,5536000
2007-05-11,66.129997,66.660004,66.129997,66.449997,66.449997,2937300
2007-05-14,66.629997,66.650002,66.000000,66.279999,66.279999,3597600
2007-05-15,65.889999,66.730003,65.879997,66.540001,66.540001,2566600
2007-05-16,66.370003,66.370003,65.320000,65.599998,65.599998,7268500
2007-05-17,65.440002,65.599998,64.720001,65.059998,65.059998,8707000
2007-05-18,65.070000,65.669998,64.849998,65.519997,65.519997,3158200
2007-05-21,65.290001,65.760002,65.059998,65.669998,65.669998,10954300
2007-05-22,65.699997,65.820000,65.160004,65.199997,65.199997,5886700
2007-05-23,65.519997,65.889999,65.449997,65.540001,65.540001,6441800
2007-05-24,65.459999,65.459999,64.519997,64.750000,64.750000,6228000
2007-05-25,64.959999,65.080002,64.730003,64.940002,64.940002,4217600
2007-05-29,65.120003,65.570000,64.940002,65.070000,65.070000,3343100
2007-05-30,64.860001,64.860001,64.599998,64.720001,64.720001,2742800
2007-05-31,65.160004,65.580002,65.070000,65.540001,65.540001,7530700
2007-06-01,65.699997,66.540001,65.699997,66.440002,66.440002,5634800
2007-06-04,66.610001,66.760002,66.300003,66.540001,66.540001,2626300
2007-06-05,66.699997,66.699997,66.230003,66.370003,66.370003,3728100
2007-06-06,66.110001,66.550003,65.879997,66.410004,66.410004,3596600
2007-06-07,66.269997,66.400002,65.160004,65.260002,65.260002,6394300
2007-06-08,64.879997,65.019997,63.740002,64.220001,64.220001,7313100
2007-06-11,64.339996,64.870003,64.339996,64.699997,64.699997,4606600
2007-06-12,64.519997,64.529999,63.910000,64.099998,64.099998,4073200
2007-06-13,63.950001,64.650002,63.900002,64.529999,64.529999,2803300
2007-06-14,64.160004,64.800003,63.950001,64.599998,64.599998,2765400
2007-06-15,64.430000,64.940002,64.400002,64.849998,64.849998,3032900
2007-06-18,65.190002,65.250000,64.820000,64.949997,64.949997,1791000
2007-06-19,64.790001,65.559998,64.750000,65.480003,65.480003,2700900
2007-06-20,65.419998,65.510002,64.599998,64.709999,64.709999,2591600
2007-06-21,64.730003,65.019997,64.129997,64.559998,64.559998,2709200
2007-06-22,64.900002,64.980003,64.430000,64.779999,64.779999,1890800
2007-06-25,64.480003,64.739998,64.220001,64.430000,64.430000,3424900
2007-06-26,64.199997,64.250000,63.389999,63.619999,63.619999,8276400
2007-06-27,63.540001,63.889999,63.430000,63.669998,63.669998,4689400
2007-06-28,63.980000,64.379997,63.910000,64.260002,64.260002,4231700
2007-06-29,64.290001,64.639999,64.150002,64.269997,64.269997,2756400
2007-07-02,64.510002,65.230003,64.510002,65.019997,65.019997,2706200
2007-07-03,65.059998,65.059998,64.580002,64.739998,64.739998,1835300
2007-07-05,64.989998,65.000000,63.919998,64.419998,64.419998,4333200
2007-07-06,64.180000,64.970001,63.880001,64.959999,64.959999,8080700
2007-07-09,65.000000,65.680000,64.989998,65.379997,65.379997,5280800
2007-07-10,65.699997,65.860001,65.360001,65.610001,65.610001,4016200
2007-07-11,65.820000,65.820000,65.339996,65.440002,65.440002,3647000
2007-07-12,65.889999,66.290001,65.449997,66.019997,66.019997,5870600
2007-07-13,66.080002,66.230003,65.669998,66.029999,66.029999,3817800
2007-07-16,66.190002,66.190002,65.669998,65.820000,65.820000,4579600
2007-07-17,65.660004,66.080002,65.650002,65.750000,65.750000,1878600
2007-07-18,66.110001,66.800003,65.900002,66.620003,66.620003,5238700
2007-07-19,66.699997,67.120003,66.610001,67.010002,67.010002,4607900
2007-07-20,67.129997,68.000000,67.120003,67.580002,67.580002,5408600
2007-07-23,67.800003,67.800003,67.309998,67.470001,67.470001,3892400
2007-07-24,67.720001,68.000000,67.300003,67.470001,67.470001,3763000
2007-07-25,67.190002,67.220001,66.349998,66.900002,66.900002,7530500
2007-07-26,66.459999,66.800003,64.730003,65.650002,65.650002,10704100
2007-07-27,65.279999,65.610001,64.970001,65.410004,65.410004,5341900
2007-07-30,65.370003,65.919998,65.070000,65.769997,65.769997,3046800
2007-07-31,66.180000,66.389999,65.120003,65.790001,65.790001,4006500
2007-08-01,65.500000,66.059998,65.379997,65.930000,65.930000,6364400
2007-08-02,65.959999,66.010002,65.550003,65.889999,65.889999,5331500
2007-08-03,65.849998,66.919998,65.849998,66.690002,66.690002,10736000
2007-08-06,66.660004,66.669998,66.209999,66.519997,66.519997,2973200
2007-08-07,66.089996,66.580002,65.910004,66.480003,66.480003,4147200
2007-08-08,66.730003,67.540001,66.180000,66.769997,66.769997,4252100
2007-08-09,65.949997,65.949997,65.239998,65.459999,65.459999,9407200
2007-08-10,65.440002,66.959999,65.440002,66.570000,66.570000,8831700
2007-08-13,66.449997,66.519997,66.180000,66.260002,66.260002,3644000
2007-08-14,66.250000,66.500000,65.949997,66.290001,66.290001,4749600
2007-08-15,65.779999,66.430000,65.570000,66.129997,66.129997,5886400
2007-08-16,65.489998,65.809998,63.470001,64.680000,64.680000,18367500
2007-08-17,64.559998,65.730003,64.559998,65.010002,65.010002,6374300
2007-08-20,65.059998,65.400002,64.779999,65.120003,65.120003,4475200
2007-08-21,65.180000,65.300003,64.730003,65.070000,65.070000,4478600
2007-08-22,65.220001,65.529999,65.169998,65.400002,65.400002,4251100
2007-08-23,65.639999,65.800003,65.129997,65.309998,65.309998,3027400
2007-08-24,65.419998,66.209999,65.309998,66.110001,66.110001,3648300
2007-08-27,66.010002,66.050003,65.860001,65.980003,65.980003,1865700
2007-08-28,65.949997,66.099998,65.480003,65.589996,65.589996,3473100
2007-08-29,65.889999,66.199997,65.730003,66.070000,66.070000,4469800
2007-08-30,65.870003,66.099998,65.629997,65.800003,65.800003,3027700
2007-08-31,66.610001,66.769997,66.459999,66.519997,66.519997,4089900
2007-09-04,66.739998,67.660004,66.589996,67.440002,67.440002,6640300
2007-09-05,67.349998,67.620003,67.180000,67.559998,67.559998,6268300
2007-09-06,67.919998,69.080002,67.889999,68.860001,68.860001,15880800
2007-09-07,69.260002,70.000000,69.000000,69.389999,69.389999,14960000
2007-09-10,69.959999,69.959999,68.730003,69.620003,69.620003,7598500
2007-09-11,69.860001,70.699997,69.519997,70.519997,70.519997,11182400
2007-09-12,70.500000,70.629997,69.830002,70.459999,70.459999,8032800
2007-09-13,70.070000,70.260002,69.610001,70.080002,70.080002,4612400
2007-09-14,69.900002,70.970001,69.860001,69.989998,69.989998,7733200
2007-09-17,70.400002,71.239998,70.349998,70.970001,70.970001,7457800
2007-09-18,71.199997,72.000000,70.400002,71.699997,71.699997,14253100
2007-09-19,71.739998,71.800003,71.250000,71.430000,71.430000,10937800
2007-09-20,72.150002,73.099998,71.949997,72.720001,72.720001,11945000
2007-09-21,72.650002,73.000000,71.470001,72.339996,72.339996,9937400
2007-09-24,72.570000,72.629997,71.820000,72.279999,72.279999,6475100
2007-09-25,71.820000,72.589996,71.639999,72.330002,72.330002,5503500
2007-09-26,72.250000,72.930000,71.849998,72.000000,72.000000,9418300
2007-09-27,72.650002,72.800003,72.169998,72.699997,72.699997,5728200
2007-09-28,73.190002,73.800003,72.739998,73.510002,73.510002,8837600
2007-10-01,73.489998,73.980003,73.290001,73.900002,73.900002,4823700
2007-10-02,72.449997,72.680000,71.629997,72.349998,72.349998,10720000
2007-10-03,72.250000,72.650002,71.349998,71.900002,71.900002,8186000
2007-10-04,71.800003,73.059998,71.239998,72.870003,72.870003,9178500
2007-10-05,72.800003,73.639999,71.879997,73.400002,73.400002,10597200
2007-10-08,72.660004,72.889999,72.279999,72.529999,72.529999,3447600
2007-10-09,72.290001,73.300003,72.099998,73.089996,73.089996,7416100
2007-10-10,73.599998,73.820000,72.629997,73.360001,73.360001,4615000
2007-10-11,73.980003,74.589996,73.279999,73.910004,73.910004,10291400
2007-10-12,73.930000,74.589996,73.750000,74.589996,74.589996,3604200
2007-10-15,74.989998,75.199997,74.489998,75.139999,75.139999,6705300
2007-10-16,74.870003,75.449997,73.779999,75.120003,75.120003,6622900
2007-10-17,75.309998,75.660004,74.309998,74.500000,74.500000,9355300
2007-10-18,75.379997,76.000000,75.330002,76.000000,76.000000,5646900
2007-10-19,76.089996,76.290001,74.540001,75.699997,75.699997,9507800
2007-10-22,74.089996,74.769997,73.839996,74.599998,74.599998,8636500
2007-10-23,75.110001,75.260002,74.629997,75.230003,75.230003,3096400
2007-10-24,74.839996,75.589996,74.790001,75.519997,75.519997,5660600
2007-10-25,75.940002,76.169998,75.660004,76.029999,76.029999,6487800
2007-10-26,76.870003,77.739998,76.669998,77.690002,77.690002,8544200
2007-10-29,78.269997,78.320000,77.650002,78.120003,78.120003,6881000
2007-10-30,77.660004,77.660004,77.010002,77.349998,77.349998,5608600
2007-10-31,77.779999,78.949997,76.889999,78.620003,78.620003,8872900
2007-11-01,78.400002,78.900002,77.500000,77.930000,77.930000,7545500
2007-11-02,78.550003,79.900002,77.480003,79.830002,79.830002,9911400
2007-11-05,79.680000,80.239998,79.110001,79.750000,79.750000,5025300
2007-11-06,81.029999,81.519997,80.699997,81.430000,81.430000,7692500
2007-11-07,83.209999,83.239998,81.330002,82.239998,82.239998,16512900
2007-11-08,82.430000,83.629997,81.730003,82.230003,82.230003,17356200
2007-11-09,81.790001,82.629997,81.220001,82.180000,82.180000,6947800
2007-11-12,80.410004,80.440002,78.250000,78.300003,78.300003,17297000
2007-11-13,79.400002,79.930000,77.860001,79.120003,79.120003,11438200
2007-11-14,80.209999,80.680000,79.910004,80.279999,80.279999,5703700
2007-11-15,79.180000,79.500000,77.300003,77.949997,77.949997,10908200
2007-11-16,78.339996,78.849998,77.169998,77.750000,77.750000,8078000
2007-11-19,77.839996,78.000000,76.110001,77.239998,77.239998,6088600
2007-11-20,78.029999,80.040001,77.300003,79.470001,79.470001,12081600
2007-11-21,79.300003,79.550003,78.559998,79.360001,79.360001,7264100
2007-11-23,80.040001,81.610001,80.019997,81.250000,81.250000,5259700
2007-11-26,82.250000,82.250000,81.129997,81.300003,81.300003,7440200
2007-11-27,80.699997,80.889999,79.809998,80.099998,80.099998,7229900
2007-11-28,79.419998,79.870003,78.760002,79.570000,79.570000,9706700
2007-11-29,79.279999,79.330002,78.279999,78.279999,78.279999,9306700
2007-11-30,78.349998,78.599998,76.980003,77.320000,77.320000,9509100
2007-12-03,77.389999,78.300003,77.300003,78.279999,78.279999,6265700
2007-12-04,78.629997,79.620003,78.570000,79.400002,79.400002,7721900
2007-12-05,79.250000,79.250000,78.190002,78.629997,78.629997,7685300
2007-12-06,77.919998,79.650002,77.800003,79.370003,79.370003,6840200
2007-12-07,79.010002,79.599998,78.190002,78.599998,78.599998,8328500
2007-12-10,79.150002,80.300003,79.129997,80.000000,80.000000,4850900
2007-12-11,79.750000,80.459999,78.680000,78.839996,78.839996,9579200
2007-12-12,80.050003,80.919998,79.940002,80.489998,80.489998,9702500
2007-12-13,79.589996,79.620003,78.300003,78.500000,78.500000,9552200
2007-12-14,78.410004,78.570000,77.820000,78.519997,78.519997,6827000
2007-12-17,78.129997,78.790001,77.809998,78.129997,78.129997,6495900
2007-12-18,79.589996,79.589996,78.820000,79.250000,79.250000,6757700
2007-12-19,79.230003,79.570000,78.980003,79.239998,79.239998,5638500
2007-12-20,78.910004,79.110001,78.360001,78.669998,78.669998,6345600
2007-12-21,80.160004,80.320000,79.919998,80.099998,80.099998,4603300
2007-12-24,80.209999,80.629997,80.139999,80.139999,80.139999,2863500
2007-12-26,81.059998,81.669998,81.000000,81.519997,81.519997,5896700
2007-12-27,81.879997,82.169998,81.370003,81.559998,81.559998,5050300
2007-12-28,82.379997,83.019997,82.349998,83.000000,83.000000,5134700
